nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0543218,Bruce Manning,-1,-1,"camera_department,visual_effects,cinematographer","tt0103064,tt0114614,tt0098536,tt0108162"
nm0543739,Clint Mansell,1963,-1,"composer,music_department,actor","tt0947798,tt0414993,tt1182345,tt8122018"
nm0544334,Lesley Manville,1956,-1,"actress,producer,soundtrack","tt5776858,tt1431181,tt5151570,tt9340860"
nm0545356,Olivier Marchal,1958,-1,"actor,writer,director","tt0390808,tt1429534,tt1099219,tt28129282"
nm0545383,Guy Marchand,1937,2023,"actor,composer,miscellaneous","tt0082436,tt0082206,tt0085370,tt0081076"
nm0547715,Ksenija Marinkovic,1966,-1,"actress,archive_footage","tt8601284,tt1318029,tt4647482,tt14108038"
nm0548133,Albert Maritz,-1,-1,"actor,director,writer","tt1057500,tt5959024,tt5959050,tt0092532"
nm0548407,Mary Jo Markey,-1,-1,"editor,editorial_department,actress","tt2488496,tt1650062,tt0796366,tt1408101"
nm0548592,Gregory J. Markopoulos,1928,1992,"director,writer,cinematographer","tt0196088,tt0129470,tt0136261,tt0195782"
nm0548702,Dessie Markovsky,-1,-1,"sound_department,producer,production_manager","tt0109456,tt0780571,tt0091059,tt0377091"
nm0549470,Gianni Maroccolo,1960,-1,"composer,music_department,soundtrack","tt0309992,tt1379665,tt0150484,tt2567598"
nm0549686,Suse Marquardt,-1,-1,"casting_director,casting_department,assistant_director","tt22852560,tt4226388,tt6470924,tt29567915"
nm0549954,Jaime Marques,-1,-1,"writer,director","tt16277242,tt0815457,tt0232274,tt1634121"
nm0550368,Wynton Marsalis,1961,-1,"music_department,composer,actor","tt1517451,tt10752004,tt0110167,tt1126591"
nm0550881,Frank Marshall,1946,-1,"producer,miscellaneous,director","tt0112715,tt0421715,tt0082971,tt0286106"
nm0550994,Kris Marshall,1973,-1,"actor,producer,archive_footage","tt0314331,tt0795368,tt0379889,tt0240510"
nm0551376,William Moulton Marston,1893,1947,"writer,miscellaneous,archive_footage","tt0451279,tt12361974,tt0439572,tt2975590"
nm0552333,George R.R. Martin,1948,-1,"writer,producer,miscellaneous","tt0944947,tt11198330,tt0092319,tt15017118"
nm0552909,Philippe Martin,-1,-1,"producer,production_manager","tt17009710,tt1931435,tt0482088,tt1235189"
nm0553269,Margo Martindale,1951,-1,"actress,soundtrack","tt1322269,tt0401711,tt3714720,tt0841046"
nm0553417,Zé Celso,1937,2023,"actor,director,writer","tt0145432,tt0126115,tt0320243,tt0069117"
nm0553440,Adrian Martinez,-1,-1,"actor,writer,director","tt2381941,tt5059690,tt0359950,tt32305967"
nm0553941,Sergio Martino,1938,-1,"director,writer,production_manager","tt0091166,tt0081467,tt0085125,tt0076360"
nm0554076,Marco Martins,1972,-1,"director,writer,cinematographer","tt4895668,tt0459072,tt14888898,tt1138478"
nm0554132,Umberto Martins,-1,-1,"editor,director,sound_department","tt0337926,tt1372685,tt0438329,tt2165082"
nm0554871,Flavio Martínez Labiano,1962,-1,"cinematographer,camera_department,actor","tt0870154,tt5498354,tt4052882,tt1401152"
nm0554929,Roberto Sosa,1970,-1,"actor,director,assistant_director","tt0104751,tt0328107,tt2122443,tt0091886"
nm0555094,Fermín Martínez,-1,-1,actor,"tt0236493,tt0120679,tt11262142,tt14212142"
nm0555281,Patricia Martínez,-1,-1,actress,"tt1230187,tt0212642,tt0211784,tt14491196"
nm0556466,Dora Masklavanou,-1,-1,"editor,actress,writer","tt7473406,tt1315869,tt0085599,tt1699758"
nm0557124,Valorie Massalas,-1,-1,"casting_director,casting_department,producer","tt0100802,tt0097576,tt0120684,tt1198138"
nm0557859,Chiara Mastroianni,1972,-1,"actress,soundtrack,archive_footage","tt0808417,tt0110907,tt0996605,tt1815799"
nm0557908,Oliver Masucci,1968,-1,"actor,writer,producer","tt5753856,tt4123432,tt9106672,tt4176826"
nm0558476,Marie Matheron,1959,-1,actress,"tt0089481,tt0242795,tt0093769,tt0298135"
nm0558484,James Mathers,1955,-1,"cinematographer,director,actor","tt0478049,tt0102864,tt1990181,tt2391950"
nm0558776,Vincent Mathias,-1,-1,"cinematographer,camera_department,miscellaneous","tt5258850,tt2800240,tt32138452,tt1726861"
nm0559637,Shûsaku Matsuoka,1966,-1,"producer,writer,production_manager","tt2482484,tt14662420,tt0203107,tt0117982"
nm0559647,Yutaka Matsushige,1963,-1,"actor,director,writer","tt0310149,tt0910949,tt0178868,tt1257557"
nm0560040,Heather Mathews,-1,-1,"editor,producer,miscellaneous","tt10096236,tt5243490,tt1527675,tt0338768"
nm0560344,Maurizio Mattioli,1950,-1,"actor,director,writer","tt0328797,tt0366917,tt1630637,tt0484917"
nm0560412,André Mattos,1961,-1,"actor,writer,producer","tt1555149,tt2707408,tt0995868,tt5991954"
nm0560510,Mara Mattuschka,1959,-1,"director,writer,editor","tt0108018,tt0097267,tt1431691,tt0097767"
nm0560556,Rodrigo Maturana,1934,2012,"actor,writer,editor","tt10040392,tt2137910,tt0070501,tt0068558"
nm0560599,Wlodzimierz Matuszak,1947,-1,actor,"tt1937416,tt0389670,tt1096980,tt0074764"
nm0562429,John H. Mayer,1942,-1,"actor,cinematographer,editor","tt1462059,tt2571362,tt0434672,tt1347364"
nm0562479,Miriam Mayer,-1,-1,"music_department,composer,soundtrack","tt0296572,tt0120915,tt0114558,tt0290095"
nm0562644,Laray Mayfield,-1,-1,"casting_director,casting_department,producer","tt1285016,tt2267998,tt0443706,tt1568346"
nm0563058,Brad Mays,-1,-1,"editor,director,cinematographer","tt0945521,tt3716658,tt10083934,tt3285658"
nm0563243,Dan Mazer,-1,-1,"writer,producer,director","tt2244901,tt0241088,tt13143964,tt0443453"
nm0563387,Lara Mazur,-1,-1,"editor,production_manager,editorial_department","tt1059475,tt0284525,tt10060094,tt0101499"
nm0563987,Johnny McAllister,-1,-1,"director,writer,producer","tt38583550,tt4424928,tt1813747,tt10008784"
nm0564651,Joan McCall,1940,2023,"writer,producer,actress","tt0074593,tt0072067,tt6279666,tt0085656"
nm0564790,Mercedes McCambridge,1916,2004,"actress,soundtrack,archive_footage","tt0049261,tt0041113,tt0070047,tt0047136"
nm0564841,Chuck McCann,1934,2018,"actor,writer,producer","tt0099472,tt0112896,tt2793236,tt0059975"
nm0565059,Barbara J. McCarthy,-1,-1,"casting_director,casting_department,producer","tt2990140,tt6472976,tt1666801,tt1714206"
nm0565075,Bruce McArthur,1951,-1,archive_footage,"tt10040610,tt14583726"
nm0565250,Melissa McCarthy,1970,-1,"actress,producer,writer","tt2404463,tt3079380,tt2103254,tt1478338"
nm0566041,Steve McClure,-1,-1,"producer,director,writer","tt0875612,tt35770545,tt2388677"
nm0566303,Page McConnell,-1,-1,"composer,actor,soundtrack","tt0154352,tt0130923,tt1451439,tt0328962"
nm0566970,Bear McCreary,1979,-1,"composer,music_department,actor","tt7631058,tt3741700,tt0804484,tt0407362"
nm0567331,Michael McCusker,-1,-1,"miscellaneous,editor,editorial_department","tt1950186,tt3315342,tt0358273,tt1462764"
nm0570003,Kirsty McGregor,-1,-1,"casting_director,casting_department,actress","tt18228732,tt3741834,tt2103085,tt1313092"
nm0570067,Matthew McGrory,1973,2005,"actor,archive_footage","tt0319061,tt0258470,tt0251736,tt0395584"
nm0570484,Sean McHugh,-1,-1,"actor,editor,producer","tt35312154,tt31946884,tt32775546,tt8070536"
nm0570690,Shannon McIntosh,-1,-1,"producer,production_manager,director","tt7131622,tt3460252,tt0462322,tt1028528"
nm0570860,Rose McIver,1988,-1,"actress,director,producer","tt0380510,tt11379026,tt3501584,tt7608418"
nm0570912,Adam McKay,1968,-1,"producer,writer,director","tt11286314,tt1386588,tt6266538,tt1596363"
nm0571106,Michael McKean,1947,-1,"actor,director,writer","tt0088258,tt0310281,tt0088930,tt3032476"
nm0571181,Kathy McKee,1951,-1,"actress,casting_department,casting_director","tt10078772,tt0069138,tt0062591,tt0068128"
nm0571727,Kevin McKidd,1973,-1,"actor,director,soundtrack","tt0117951,tt1217209,tt0320661,tt0280609"
nm0572001,Lana McKissack,-1,-1,"actress,producer,writer","tt11096888,tt10039344,tt27543011,tt5600406"
nm0572014,Sean McKittrick,1975,-1,"producer,executive","tt5052448,tt7349662,tt6857112,tt0246578"
nm0572782,Carolyn McLeod,-1,-1,"casting_director,casting_department,producer","tt21957774,tt22376294,tt8954732,tt11127680"
nm0573416,Cabot McMullen,-1,-1,"production_designer,art_director,art_department","tt0873886,tt1186370,tt0462128,tt15677150"
nm0574376,Katie Mcquerrey,-1,-1,"editor,editorial_department,director","tt0477348,tt0887883,tt4080956,tt0335245"
nm0574534,Ian McShane,1942,-1,"actor,producer,director","tt0348914,tt1298650,tt0441773,tt2911666"
nm0575304,Carlos Meceni,-1,-1,actor,"tt0174481,tt6868820,tt1742091,tt7899162"
nm0575933,Michael Medved,1948,-1,"writer,actor,miscellaneous","tt0075600,tt0084156,tt0098830,tt31022420"
nm0576142,Edward Meeks,1931,2022,"actor,archive_footage","tt0441912,tt0066709,tt0058719,tt0166036"
nm0576418,Brad Mehldau,1970,-1,"composer,actor,music_department","tt0186566,tt0250797,tt0120663,tt0119668"
nm0576571,Ravi D. Mehta,-1,-1,"producer,miscellaneous,production_manager","tt1517451,tt8544498,tt9784798"
nm0576606,Feng Mei,-1,-1,"writer,producer,director","tt6128782,tt10097470,tt8071308,tt2369127"
nm0576610,Mei Hu,1958,-1,"director,producer,writer","tt4050958,tt5784434,tt8761056,tt1397498"
nm0576960,Sharone Meir,-1,-1,"cinematographer,camera_department,actor","tt2582802,tt0393162,tt9214772,tt0844708"
nm0577982,Harry Melling,1989,-1,"actor,soundtrack,archive_footage","tt0926084,tt0241527,tt7556122,tt0373889"
nm0578025,Ryszard Melliwa,1953,-1,"production_designer,costume_designer,art_department","tt0108052,tt0879843,tt4817256,tt0245090"
nm0578042,Danton Mello,1975,-1,"actor,producer","tt0419314,tt2607288,tt6807106,tt1360961"
nm0578064,Luís Melo,1957,-1,"actor,archive_footage","tt0138227,tt1691638,tt0114651,tt21433706"
nm0578485,Johnny Melville,-1,-1,"actor,writer,director","tt0428250,tt0272217,tt2229323,tt3841424"
nm0578813,Sten Mende,1969,-1,"cinematographer,camera_department","tt5753856,tt4893452,tt0312345,tt2617828"
nm0579201,Maria Luísa Mendonça,1970,-1,"actress,director,writer","tt0293007,tt0263323,tt0120674,tt1219703"
nm0580720,Stanislas Merhar,1971,-1,"actor,archive_sound","tt1532530,tt0119773,tt0167565,tt0240659"
nm0580795,Lars Mering,-1,-1,"writer,director,script_department","tt10006270,tt8698084,tt5252500,tt5312306"
nm0581536,Thorsten Merten,1963,-1,"actor,writer","tt0304126,tt10051088,tt2214952,tt28103628"
nm0583156,Henrik Meyer,1965,-1,producer,"tt0461946,tt12397050,tt0808491,tt0920504"
nm0583951,Robert Miano,1942,-1,"actor,producer,writer","tt1013752,tt0119008,tt0217630,tt8353934"
nm0583963,Nora Miao,1952,-1,"actress,production_manager,archive_footage","tt0068935,tt0067824,tt0068767,tt1756487"
nm0584382,Joel B. Michaels,-1,-1,"producer,production_manager,writer","tt0080516,tt0111282,tt0899043,tt0438488"
nm0584492,Seth Michaels,-1,-1,"actor,producer,director","tt27804552,tt21202916,tt7991608,tt0995868"
nm0585523,Joseph Middleton,-1,-1,"casting_director,casting_department,producer","tt0163651,tt0356910,tt1315981,tt0204946"
nm0585958,Bill Migliore,1970,-1,"producer,actor,assistant_director","tt1151359,tt4034228,tt1932718,tt0385887"
nm0586123,Radu Mihaileanu,1958,-1,"writer,director,assistant_director","tt0170705,tt1320082,tt0388505,tt0108376"
nm0586570,Monika Mikkelsen,-1,-1,"casting_director,casting_department,miscellaneous","tt1179933,tt3062976,tt0780608"
nm0587060,Ben Miles,1966,-1,"actor,archive_footage","tt9253284,tt8201186,tt7615302,tt4786824"
nm0588577,Jeff Miller,-1,-1,"producer,writer,actor","tt30956852,tt20258220,tt7886442,tt6214468"
nm0589168,Randall Miller,-1,-1,"director,producer,writer","tt0914797,tt1786751,tt0409034,tt0110066"
nm0589734,Rosanne Milliken,-1,-1,"producer,casting_director,production_manager","tt1465522,tt0270846,tt10042622,tt0114495"
nm0590452,Sandra Milo,1933,2024,"actress,miscellaneous,archive_footage","tt0056801,tt0059229,tt0053570,tt0057664"
nm0590862,Min Sun,1956,-1,actor,"tt0092192,tt9536918,tt4756258,tt0207964"
nm0591464,Patrick Minks,1966,-1,"editor,director,writer","tt0273403,tt7821044,tt24854610,tt0340214"
nm0591870,Miran Miosic,-1,-1,"editor,editorial_department,director","tt10539260,tt11311754,tt0117803,tt28459797"
nm0591985,Andrea Miraglia,-1,-1,"camera_department,producer,actor","tt0443489,tt1465514,tt10048100,tt1198396"
nm0592427,Steve Mirkovich,-1,-1,"editor,editorial_department,producer","tt5886046,tt0118880,tt0090728,tt10059518"
nm0592428,Tim Mirkovich,1979,-1,"editor,editorial_department,producer","tt0097388,tt1646980,tt0910936,tt0266465"
nm0592537,Stephen Mirrione,1969,-1,"editor,editorial_department,producer","tt2562232,tt0181865,tt0449467,tt0315733"
nm0592629,Joan Miró,1893,1983,"art_department,actor,archive_footage","tt0123998,tt0279277,tt0194988,tt0265044"
nm0592786,Debojyoti Mishra,-1,-1,"music_department,composer,writer","tt11349676,tt12183886,tt12258380,tt1111881"
nm0592792,Manoj Mishra,-1,-1,"actor,producer,writer","tt4430212,tt18361688,tt33047076,tt8737752"
nm0592799,Sanjay Mishra,1963,-1,"actor,camera_department,director","tt4635372,tt3614516,tt4535650,tt7881550"
nm0593192,Cameron Mitchell,1918,1994,"actor,director,writer","tt0045891,tt0061263,tt0049055,tt0050719"
nm0593353,Geoffrey Mitchell,-1,-1,"sound_department,music_department,editorial_department","tt0316463,tt0307669,tt0279083,tt1555218"
nm0593618,Monika Mitchell,-1,-1,"director,producer,writer","tt11311302,tt9077530,tt9012876,tt8323628"
nm0594298,Bart Mixon,1958,-1,"make_up_department,special_effects,visual_effects","tt0099864,tt0093870,tt3498820,tt4154756"
nm0594331,Ichirôta Miyakawa,1966,-1,"actor,archive_footage","tt0087545,tt1979319,tt37532884,tt6527798"
nm0594343,Katsuma Miyagi,-1,-1,actor,tt0228802
nm0594378,Jun Miyake,-1,-1,"composer,music_department,soundtrack","tt0879870,tt0430770,tt6270534,tt0113799"
nm0594533,Rie Miyazawa,1973,-1,"actress,archive_footage","tt0351817,tt4778500,tt0348299,tt0101494"
nm0595173,Jacek Mocny,-1,-1,"production_designer,costume_designer,set_decorator","tt28290233,tt14315566,tt13282596,tt23343786"
nm0595343,Ludovica Modugno,1949,2021,"actress,miscellaneous,sound_department","tt0104036,tt0119698,tt0347149,tt0204098"
nm0595586,Robbie Moffat,-1,-1,"producer,director,writer","tt8917250,tt13838038,tt13286368,tt5162904"
nm0595738,Deborah Moggach,1948,-1,"writer,actress","tt0414387,tt1412386,tt0491203,tt0143277"
nm0596020,Rachel Mohlin,1973,-1,"actress,writer,director","tt0929243,tt3992790,tt2243361,tt8411986"
nm0596261,José Mojica Marins,1936,2020,"actor,director,writer","tt0082328,tt0059440,tt0060380,tt0077517"
nm0597388,Jason Momoa,1979,-1,"actor,producer,writer","tt1477834,tt9663764,tt3566834,tt2386285"
nm0598159,Lúcia Moniz,1976,-1,"actress,music_department,soundtrack","tt0314331,tt6627168,tt14989818"
nm0598531,Mark Monroe,-1,-1,"producer,writer,director","tt12971802,tt11382384,tt19308034,tt6333060"
nm0598569,Steve Monroe,1972,-1,"actor,producer,director","tt9620292,tt0212346,tt4094300,tt2071645"
nm0598757,Bruce Montague,1939,2022,"actor,archive_footage","tt0056750,tt0083502,tt0081838,tt0222582"
nm0598857,Thibault de Montalembert,1962,-1,"actor,miscellaneous,archive_footage","tt1016150,tt2906216,tt2711738,tt7984766"
nm0599020,Georges Montant,1922,2012,actor,"tt0062136,tt0107815,tt0066502,tt0296839"
nm0599393,Art Monterastelli,1957,-1,"writer,producer,miscellaneous","tt0269347,tt0462499,tt0115202,tt0118492"
nm0601854,Sandy Moore,-1,-1,"composer,music_department","tt0225971,tt1161639,tt0290930,tt0206142"
nm0602782,Tony Morales,-1,-1,"composer,music_department,executive","tt9288030,tt13064902,tt16428770,tt3520702"
nm0603352,Dino Morea,1975,-1,"actor,producer,archive_footage","tt15012366,tt0307873,tt2461132,tt1024943"
nm0603502,Ana Moreira,-1,-1,"actress,director,writer","tt0460034,tt10062628,tt0120763,tt8024832"
nm0604507,Bonnie Morgan,1981,-1,"actress,stunts,art_director","tt0498381,tt0258470,tt0181689,tt0411477"
nm0605190,Kramer Morgenthau,1966,-1,"cinematographer,camera_department,miscellaneous","tt11145118,tt1981115,tt2883512,tt0944947"
nm0605214,Fredrik Morheden,1967,-1,"editor,writer,editorial_department","tt10081762,tt4080728,tt2406566,tt14807348"
nm0606899,Robert Morris,-1,-1,"cinematographer,camera_department","tt2488666,tt0273982,tt0425087,tt0117911"
nm0607185,Jennifer Morrison,-1,-1,"actress,producer,director","tt0412142,tt1843230,tt0796366,tt0490086"
nm0607703,Glenn Morshower,1959,-1,"actor,producer,writer","tt6483832,tt3520702,tt1399103,tt0285331"
nm0607725,Cynthia Mort,1956,-1,"producer,writer,director","tt5956030,tt0476964,tt0157246,tt0094540"
nm0608210,Manuel Morón,1956,-1,"actor,soundtrack,archive_footage","tt1242422,tt0456111,tt0185125,tt1176928"
nm0608214,Ali Mosaffa,1966,-1,"actor,producer,director","tt2404461,tt2161980,tt0468871,tt4108894"
nm0609502,Nelson Motta,1944,-1,"music_department,writer,composer","tt0143026,tt0287625,tt0205651,tt0209734"
nm0610272,Mark Mower,-1,-1,"visual_effects,producer,director","tt15791034,tt11729298,tt0242193,tt10855768"
nm0610880,Mathias Muchus,1957,-1,"actor,director,writer","tt2285635,tt2404241,tt6433492,tt3000686"
nm0611296,Jamie Muhoberac,1965,-1,"music_department,composer,actor","tt0294870,tt0200550,tt2872518,tt0280870"
nm0611435,Anusuya Majumdar,-1,-1,actress,"tt10034272,tt2199711,tt23833682,tt36132462"
nm0611538,Madhavi Mukherjee,1942,-1,"actress,director","tt6900482,tt0059348,tt0057935,tt0057277"
nm0611889,Chris Mulkey,1948,-1,"actor,writer,producer","tt2184339,tt2582802,tt0116277,tt1060277"
nm0612641,Jesús Munarriz,-1,-1,"actor,miscellaneous,soundtrack","tt0089774,tt0255874,tt0078421,tt1300235"
nm0613360,Maximo Munzi,1957,2014,"cinematographer,camera_department,editor","tt0250636,tt0303017,tt0289213,tt0207377"
nm0613417,Raza Murad,1950,-1,"actor,music_department,sound_department","tt3735246,tt5935704,tt0449994,tt1499700"
nm0613657,Bob Murawski,1964,-1,"editor,producer,editorial_department","tt0887912,tt0316654,tt0145487,tt0069049"
nm0614084,Angela Murphy,-1,-1,"production_designer,art_director,art_department","tt0109642,tt0267626,tt2128016,tt0090847"
nm0614540,Michael Glenn Murphy,-1,-1,actor,"tt5016670,tt0180346,tt14527610,tt21072112"
nm0615317,Virginia Whitwell,-1,-1,"producer,production_department,miscellaneous","tt10010368,tt13694628,tt0121766,tt0121765"
nm0615592,Andy Muschietti,1973,-1,"producer,director,writer","tt2023587,tt1396484,tt7349950,tt7766378"
nm0616567,Aleksey Myasnikov,1972,-1,"actor,director,producer","tt10108286,tt15313252,tt15311164,tt15311682"
nm0617377,Szabolcs Mátyássy,1974,-1,"actor,composer","tt1086223,tt0926174,tt10074652,tt8918110"
nm0617852,Wotan Wilke Möhring,1967,-1,actor,"tt1188729,tt0337573,tt4893452,tt0250258"
nm0618088,Jorge Müller Silva,1947,-1,"cinematographer,camera_department,production_department","tt0068558,tt0181951,tt0066614,tt0140620"
nm0618502,Pascal N'Zonzi,-1,-1,"actor,miscellaneous,archive_footage","tt0088763,tt0102536,tt0099685,tt2800240"
nm0618568,Atsuhiro Nabeshima,1962,-1,"cinematographer,camera_department","tt1139655,tt14423692,tt0190479,tt1826538"
nm0618881,Amir Naderi,1946,-1,"writer,director,producer","tt1283971,tt0118545,tt0457482,tt0088992"
nm0618929,Ghorban Najafi,-1,-1,"actor,director,writer","tt10052314,tt0125099,tt11027072,tt13676840"
nm0618936,Usha Nadkarni,-1,-1,actress,"tt2282359,tt5165344,tt0220832,tt0152278"
nm0619185,Masatoshi Nagase,1966,-1,"actor,director,writer","tt0097940,tt5247022,tt0102488,tt0415163"
nm0619549,Anne Bedian,1972,-1,"actress,producer","tt3387648,tt7068618,tt1260995,tt1196947"
nm0619655,Chota K. Naidu,-1,-1,"cinematographer,camera_department","tt1842347,tt2440354,tt1661031,tt0245835"
nm0620378,Hideo Nakata,1961,-1,"director,writer,producer","tt0308379,tt0178868,tt0218553,tt0382628"
nm0620816,Kishore Nandlaskar,1940,2021,actor,"tt13491110,tt0220832,tt0347332,tt1948150"
nm0620964,Isabelle Nanty,1962,-1,"actress,miscellaneous,writer","tt0211915,tt0353243,tt0108500,tt0356999"
nm0621301,Richard Nord,-1,-1,"editor,editorial_department,sound_department","tt0106977,tt0331811,tt0120841,tt0105104"
nm0621633,José Nascimento,1947,-1,"director,editor,actor","tt0793425,tt0091843,tt0236788,tt0097832"
